Trade_ID,Pair,Signal,Entry_Time,Exit_Time,Entry_Price,Exit_Price,Stop_Loss,Take_Profit,Units,Risk_Amount,P&L,Exit_Reason,Duration_Minutes,Status,Balance_After
backtest_1,USD_JPY,sell,2025-10-13 01:30:00,2025-10-13 05:30:00,151.9345,1.161785,1.2768307142857045,151.70392857142858,1.3163567195074193,200.000,198.47067650862707,MAX_HOLD_TIME,240.0,CLOSED,10198.47067650862707
backtest_2,GBP_USD,sell,2025-10-14 06:40:00,2025-10-14 10:40:00,1.328325,1.155665,1.1558164285714285,1.3258521428571428,153.5538467846141,203.9694135301725414,26.512607185831477,MAX_HOLD_TIME,240.0,CLOSED,10224.983283694458547
