Trade_ID,Pair,Signal,Entry_Time,Exit_Time,Entry_Price,Exit_Price,Stop_Loss,Take_Profit,Units,Risk_Amount,P&L,Exit_Reason,Duration_Minutes,Status,Balance_After
backtest_1,USD_JPY,sell,2025-09-17 07:20:30,2025-09-17 11:20:30,146.648,1.183755,1.2622599999999853,146.4905,1.3638099394468388,200.000,198.38558316513013,MAX_HOLD_TIME,240.0,CLOSED,10198.38558316513013
backtest_2,EUR_USD,buy,2025-09-17 18:20:30,2025-09-17 22:20:30,1.18969,1.18168,1.1826867857142855,1.1931035714285714,171.44610080214392,203.9677116633026026,1.3732832674251472,MAX_HOLD_TIME,240.0,CLOSED,10199.7588664325552772
backtest_3,GBP_USD,buy,2025-09-17 18:20:30,2025-09-17 22:20:30,1.370145,1.18168,1.1826674999999998,1.37352,148.86578549226732,203.9677116633026026,28.055990262800144,MAX_HOLD_TIME,240.0,CLOSED,10227.8148566953554212
