Trade_ID,Pair,Signal,Entry_Time,Exit_Time,Entry_Price,Exit_Price,Stop_Loss,Take_Profit,Units,Risk_Amount,P&L,Exit_Reason,Duration_Minutes,Status,Balance_After
backtest_1,USD_JPY,sell,2025-07-17 13:35:00,2025-07-17 16:30:00,148.5145,1.15995,1.3599671428571363,148.11078571428573,1.3466698537853206,200.000,198.4379303031017,FORCE_CLOSE_TIME,175.0,CLOSED,10198.4379303031017
