Trade_ID,Pair,Signal,Entry_Time,Exit_Time,Entry_Price,Exit_Price,Stop_Loss,Take_Profit,Units,Risk_Amount,P&L,Exit_Reason,Duration_Minutes,Status,Balance_After
backtest_1,EUR_USD,sell,2025-10-10 16:04:33,2025-10-10 16:34:33,1.16165,1.16124,1.1627557142857141,1.1582385714285715,172.16889768863254,200.000,0.07058924805234304,FORCE_CLOSE_TIME,30.0,CLOSED,10000.07058924805234304
