Trade_ID,Pair,Signal,Entry_Time,Exit_Time,Entry_Price,Exit_Price,Stop_Loss,Take_Profit,Units,Risk_Amount,P&L,Exit_Reason,Duration_Minutes,Status,Balance_After
backtest_1,USD_JPY,sell,2025-10-09 01:30:00,2025-10-09 05:30:00,152.492,1.1644,1.2930371428571512,152.23378571428572,1.3115442121553917,200.000,198.47283791936624,MAX_HOLD_TIME,240.0,CLOSED,10198.47283791936624
backtest_2,GBP_USD,sell,2025-10-09 09:35:00,2025-10-09 13:35:00,1.33822,1.160735,1.161927142857143,1.3357857142857141,152.41847884382787,203.9694567583873248,27.051993717596773,MAX_HOLD_TIME,240.0,CLOSED,10225.524831636963013
backtest_3,EUR_USD,sell,2025-10-09 14:00:00,2025-10-09 16:30:00,1.159725,1.15568,1.1562389285714287,1.157267142857143,176.3439579492891,204.51049663273926026,0.7133113099048487,FORCE_CLOSE_TIME,150.0,CLOSED,10226.2381429468678617
