Trade_ID,Pair,Signal,Entry_Time,Exit_Time,Entry_Price,Exit_Price,Stop_Loss,Take_Profit,Units,Risk_Amount,P&L,Exit_Reason,Duration_Minutes,Status,Balance_After
backtest_1,USD_JPY,sell,2025-07-17 14:20:00,2025-07-17 16:30:00,148.5035,1.15995,1.2892621428571442,148.2422857142857,1.3467696047567903,200.000,198.43781459696237,FORCE_CLOSE_TIME,130.0,CLOSED,10198.43781459696237
