Trade_ID,Pair,Signal,Entry_Time,Exit_Time,Entry_Price,Exit_Price,Stop_Loss,Take_Profit,Units,Risk_Amount,P&L,Exit_Reason,Duration_Minutes,Status,Balance_After
backtest_1,USD_JPY,sell,2025-08-18 07:02:54,2025-08-18 11:02:54,147.391,1.16828,1.2603600000000177,147.205,1.3569349553229166,200.000,198.41472003039533,MAX_HOLD_TIME,240.0,CLOSED,10198.41472003039533
backtest_2,GBP_USD,sell,2025-08-20 07:07:54,2025-08-20 11:07:54,1.34956,1.16454,1.1647117857142857,1.3471364285714285,151.13688491108798,203.9682944006079066,27.963346446249524,MAX_HOLD_TIME,240.0,CLOSED,10226.378066476644854
backtest_3,EUR_USD,sell,2025-08-22 15:22:54,2025-08-22 16:32:54,1.172295,1.17229,1.1732053571428571,1.1690142857142856,174.46765645979286,204.52756132953289708,0.0008723382823046792,FORCE_CLOSE_TIME,70.0,CLOSED,10226.3789388149271586792
